episode,speakers,utterances,emotions,cleaned_utterances,hindi_utterances,english_utterances
finale.avi,indravardhan,obviously maya ki,neutral,obviously maya ki,ओब्विओउस्ल्य् मय कि,obviously Maya's
finale.avi,maya,sahil,sadness,sahil,सहिल्,coast
finale.avi,sahil,mum,sadness,mum,मुम्,mother
finale.avi,maya,main hun iska matlab tum indu,neutral,main hun iska matlab tum indu,मैन् हुन् इस्क मत्लब् तुम् इन्दु,main hun iska meaning tum indu
finale.avi,indravardhan,nahin nahin rosesh ki baat ho,fear,nahin nahin rosesh ki baat ho,नहिन् नहिन् रोसेश् कि बात् हो,nahin nahin rosesh ki baat hai
finale.avi,maya,sahil darling control kisi na kisi tarah hamen to jina hi hai na. yah dekho obituary bhi chhapke a gai,sadness,sahil darling control kisi na kisi tarah haman jina hi hai na yah dekho obituary bhi chhapke gai,सहिल् दर्लिन्ग् चोन्त्रोल् किसि न किसि तरह् हमेन् तो जिन हि है न। यह् देखो ओबितुअर्य् भि छप्के अ गै,"Sahil darling control someone or someone in some way to live. Look at this, the obituary has also been published."
finale.avi,indravardhan,is taraf ghumana ham bhi dekhen,neutral,taraf ghumana ham bhi dekhen,इस् तरफ़् घुमन हम् भि देखेन्,we also look at this side of the story
finale.avi,maya,main jid ki tabhi newspaper walon ne yah photo aur shok sabha ki details page 3:00 per chhape. varna obituary page per obituary aana is so middle class,sadness,main jid ki tabhi newspaper walon ne yah photo aur shok sabha ki detail page per chhape varna obituary page per obituary aana middle class,मैन् जिद् कि तभि नेव्स्पपेर् वलोन् ने यह् फोतो और् शोक् सभ कि देतैल्स् पगे ३:०० पेर् छपे। वर्न ओबितुअर्य् पगे पेर् ओबितुअर्य् आन इस् सो मिद्द्ले च्लस्स्,Then the newspapers of the main day printed this photo and the details of the condolence meeting at 3:00. varna obituary page per obituary aana is so middle class
finale.avi,rosesh,hi momma,neutral,hi momma,हि मोम्म,hi momma
finale.avi,rosesh,yaay whopie i am alive,joy,yaay whopie alive,याय् व्होपिए इ अम् अलिवे,yaay whoopie i'm alive
finale.avi,indravardhan,iska matlab sirf mein baj gaya maya,neutral,iska matlab sirf mein baj gaya maya,इस्क मत्लब् सिर्फ़् मेइन् बज् गय मय,I mean it only in my voice.
finale.avi,maya,on the contrary to nahin bacche indu,fear,contrary nahin bacche indu,ओन् थे चोन्त्रर्य् तो नहिन् बच्चे इन्दु,on the contrary to nahin bacche indu
finale.avi,rosesh,shradhanjali suniye. kichud kichud kan kan kan achanak dhan tana nan,neutral,shradhanjali suniye kichud kichud kan kan kan achanak dhan tana nan,श्रधन्जलि सुनिये। किचुद् किचुद् कन् कन् कन् अचनक् धन् तन नन्,Shradhanjali suniye. What little little little can be done suddenly.
finale.avi,rosesh,jindagi ko khatm karne a gaya maran,sadness,jindagi ko khatm karne gaya maran,जिन्दगि को खत्म् कर्ने अ गय मरन्,Maran is the way to end life.
finale.avi,maya,oh god,sadness,oh god,ओह् गोद्,oh god
finale.avi,indravardhan,maya kaun guzar gaya,neutral,maya kaun guzar gaya,मय कौन् गुज़र् गय,Maya who passed away?
finale.avi,maya,thank god hum sab  hai,neutral,thank god hum sab hai,थन्क् गोद् हुम् सब्  है,thank god we are all there
finale.avi,rosesh,whoppie,joy,whoppie,व्होप्पिए,whoppie
indravadanmissing.avi,monisha," mamee jee, sandwichh?",neutral,mamee jee sandwichh," ममी जी, सन्द्विछ्?","Mamee jee, sandwichh?"
indravadanmissing.avi,maya," nahin, nahin, nahin. tum log khao.",sadness,nahin nahin nahin tum log khao," नहिन्, नहिन्, नहिन्। तुम् लोग् खओ।","Nothing, nothing, nothing. tum log khao."
indravadanmissing.avi,monisha," mamee jee, plaiasai kha leejie na? mere khaatir.",neutral,mamee jee plaiasai kha leejie na mere khaatir," ममी जी, प्लैअसै ख लीजिए न? मेरे खातिर्।","Mamee ji, will you like to eat plaiasai? for my sake."
indravadanmissing.avi,maya," monisha, plaiasai.",neutral,monisha plaiasai," मोनिश, प्लैअसै।","monisha, plaiasai."
indravadanmissing.avi,rosesh," momm, kha leejie na. daddy ko kuchh nahin hua hoga.",neutral,momm kha leejie na daddy ko kuchh nahin hua hoga," मोम्म्, ख लीजिए न। दद्द्य् को कुछ् नहिन् हुअ होग।","Mom, please eat. Daddy must not have had any food."
indravadanmissing.avi,sahil," mom ham chaalees offichais ke lifts bhee chhaichk kar aaye hain. dad kisee lift mein nahin hai. you don’t worry, huh?",neutral,mom ham chaalees offichais ke lift bhee chhaichk kar aaye hain dad kisee lift mein nahin hai worry huh," मोम् हम् चालीस् ओफ़्फ़िचैस् के लिफ़्त्स् भी छैच्क् कर् आये हैन्। दद् किसी लिफ़्त् मेइन् नहिन् है। योउ दोन्’त् वोर्र्य्, हुह्?","Mom and I also like the office lifts. Dad, no one is in the lift. you don't worry, huh?"
indravadanmissing.avi,rosesh," aur ham polichai station bhee gaye the, na, momm. vah daddy kee laash nahin thee na.",neutral,aur ham polichai station bhee gaye na momm vah daddy kee laash nahin thee na," और् हम् पोलिचै स्ततिओन् भी गये थे, न, मोम्म्। वह् दद्द्य् की लाश् नहिन् थी न।","And we went to the police station, no, mom. wah daddy kee laash nahin thee na."
indravadanmissing.avi,dushyant,achchha aap ne wallait chhaichk kiya tha laash ka?,neutral,achchha aap ne wallait chhaichk kiya tha laash ka,अच्छ आप् ने वल्लैत् छैच्क् किय थ लाश् क?,"Achcha, did you clean the wall of that corpse?"
indravadanmissing.avi,sonya," dushyant, ek baar chahera chhaichk kar liya phir wallait chhaichk karane kee kya zaroorat hai.",anger,dushyant ek baar chahera chhaichk kar liya phir wallait chhaichk karane kee kya zaroorat hai," दुश्यन्त्, एक् बार् चहेर छैच्क् कर् लिय फिर् वल्लैत् छैच्क् करने की क्य ज़रूरत् है।","Dushyant, you have licked your face once, then what is the need to lick the wall."
indravadanmissing.avi,dushyant," nahin nahin, har tarah kee tasallee karana zarooree hai, sonya. i’ll aixplain.",neutral,nahin nahin har tarah kee tasallee karana zarooree hai sonya aixplain," नहिन् नहिन्, हर् तरह् की तसल्ली करन ज़रूरी है, सोन्य। इ’ल्ल् ऐक्ष्प्लैन्।","No no, some kind of correction is necessary, sonya. I'll explain."
indravadanmissing.avi,monisha," jeeja jee, vah laash jis aadamee kee thee, usane khudakhushee kee thee. ab daddy jee bhala khudakhushee kyon karenge?",neutral,jeeja jee vah laash ji aadamee kee thee usane khudakhushee kee thee ab daddy jee bhala khudakhushee kyon karenge," जीज जी, वह् लाश् जिस् आदमी की थी, उसने खुदखुशी की थी। अब् दद्द्य् जी भल खुदखुशी क्योन् करेन्गे?","jeeja jee, wah laash jis aadamee kee thee, usane khudakhushhee kee thee. Why would you want to be happy if you say that daddy?"
indravadanmissing.avi,maya,tumhaare haath kee banee sandwichh khaate to zaroor khudakhushee karane kee koshish karate. is mein chatanee hai ya mirchon ka khet?,disgust,tumhaare haath kee banee sandwichh khaate zaroor khudakhushee karane kee koshish karate mein chatanee hai ya mirchon ka khet,तुम्हारे हाथ् की बनी सन्द्विछ् खाते तो ज़रूर् खुदखुशी करने की कोशिश् करते। इस् मेइन् चतनी है य मिर्चोन् क खेत्?,You have to try to make some sandwiches and eat them to make yourself happy. Are you talking about this or the field of chillies?
indravadanmissing.avi,monisha," oh my god, bahut teekhee banee hai kya? laie. main us mein gud daalake aatee hoon.",neutral,oh god bahut teekhee banee hai kya laie main u mein gud daalake aatee hoon," ओह् म्य् गोद्, बहुत् तीखी बनी है क्य? लैए। मैन् उस् मेइन् गुद् दालके आती हून्।","oh my god, is it very sharp? lay. Main us mein gud daalake aatee hoon."
indravadanmissing.avi,maya," my god! sandwichh mein gud? plaiasai givai mai a braiak, moneesha. rosesh, tumane railway station mein phonai kiya tha na.",neutral,god sandwichh mein gud plaiasai givai mai braiak moneesha rosesh tumane railway station mein phonai kiya tha na," म्य् गोद्! सन्द्विछ् मेइन् गुद्? प्लैअसै गिवै मै अ ब्रैअक्, मोनीश। रोसेश्, तुमने रैल्वय् स्ततिओन् मेइन् फोनै किय थ न।","my god! good in sandwiches? Please give me a braaiak, moneesha. Rosesh, I called you in the railway station."
indravadanmissing.avi,dushyant," maine. maine phonai kiya tha. mujhe pata chala hai ki ek achchidaint ho gaya  hai, ek train dairail ho gayee hai. par vah goods train thee. maal gaadee. don’t worry, mom train ko bilkul nuqasaan nahin pahuncha hai. kyonki kya hai, ki train ka aiquilibrium hota hai, vah low hota hai. i’ll aixplain. maan lo ki, rosesh kee kamar, train ka dibba hai.",neutral,maine maine phonai kiya tha mujhe pata chala hai ki ek achchidaint ho gaya hai ek train dairail ho gayee hai par vah good train thee maal gaadee worry mom train ko bilkul nuqasaan nahin pahuncha hai kyonki kya hai ki train ka aiquilibrium hota hai vah low hota hai aixplain maan lo ki rosesh kee kamar train ka dibba hai," मैने। मैने फोनै किय थ। मुझे पत चल है कि एक् अच्चिदैन्त् हो गय  है, एक् त्रैन् दैरैल् हो गयी है। पर् वह् गूद्स् त्रैन् थी। माल् गादी। दोन्’त् वोर्र्य्, मोम् त्रैन् को बिल्कुल् नुक़सान् नहिन् पहुन्च है। क्योन्कि क्य है, कि त्रैन् क ऐक़ुइलिब्रिउम् होत है, वह् लोव् होत है। इ’ल्ल् ऐक्ष्प्लैन्। मान् लो कि, रोसेश् की कमर्, त्रैन् क दिब्ब है।","maine. I had called. I came to know that a disaster has happened, a train has derailed. par wah goods train thee. The food is gone. Don't worry, mom the train has not been harmed at all. Because what is it, that the train is unbalanced, that is low. I'll explain. The world's, Rose's room is the train compartment."
