episode,speakers,utterances,emotions,cleaned_utterances,hindi_utterances,english_utterances
roseshantstobeadopted.wmv,monisha,okay,neutral,okay,ओकय्,okay
roseshantstobeadopted.wmv,sahil,hello mujhe batao tum ro kyon rahe ho?,anger,hello mujhe batao tum ro kyon rahe ho,हेल्लो मुझे बतओ तुम् रो क्योन् रहे हो?,hello tell me why are you crying?
roseshantstobeadopted.wmv,rosesh,"momma hai na momma, wo mujhe maarna chahti thi sahil bhai!",sadness,momma hai na momma wo mujhe maarna chahti thi sahil bhai,"मोम्म है न मोम्म, वो मुझे मार्न चह्ति थि सहिल् भै!","Momma isn't momma, she wants to kill me brother!"
roseshantstobeadopted.wmv,sahil,mom bhi?,neutral,mom bhi,मोम् भि?,mom too?
roseshantstobeadopted.wmv,rosesh,haan.,sadness,haan,हान्।,han.
roseshantstobeadopted.wmv,sahil,mom tumhe kyun marna chahti thi rosesh? tum mom ko bahut acche lagte ho. tum acting karte ho fir bhi!,neutral,mom tumhe kyun marna chahti thi rosesh tum mom ko bahut acche lagte ho tum acting karte ho fir bhi,मोम् तुम्हे क्युन् मर्न चह्ति थि रोसेश्? तुम् मोम् को बहुत् अच्चे लग्ते हो। तुम् अच्तिन्ग् कर्ते हो फ़िर् भि!,Mom why do you want to kill me Rosesh? You are very fond of mom. You are still acting!
roseshantstobeadopted.wmv,rosesh,"mere paida hone se pahle momma ko pata thodi na tha, ki main paida hokar great actor banunga.",sadness,mere paida hone se pahle momma ko pata thodi na tha ki main paida hokar great actor banunga,"मेरे पैद होने से पह्ले मोम्म को पत थोदि न थ, कि मैन् पैद होकर् ग्रेअत् अच्तोर् बनुन्ग।","Before I was born, my mother did not know that I would become a great actor."
roseshantstobeadopted.wmv,monisha,yah lijiye,neutral,yah lijiye,यह् लिजिये,drink this
roseshantstobeadopted.wmv,rosesh,thank you. ismein se to ajeeb si smell a rahi hai bhabhi,disgust,thank ismein se ajeeb si smell rahi hai bhabhi,थन्क् योउ। इस्मेइन् से तो अजीब् सि स्मेल्ल् अ रहि है भभि,"thank you. Bhabhi, I really have a strange smell."
roseshantstobeadopted.wmv,sahil,pee le na! aisi acting kar jaise yah best quality wine ho. great actor hai ye!,contempt,pee le na aisi acting kar jaise yah best quality wine ho great actor hai ye,पी ले न! ऐसि अच्तिन्ग् कर् जैसे यह् बेस्त् क़ुअलित्य् विने हो। ग्रेअत् अच्तोर् है ये!,pee it na! Act as if it is the best quality wine. he is a great actor!
roseshantstobeadopted.wmv,monisha,sahil tum rosesh bhaiya ko tana kyon mar rhe ho?,neutral,sahil tum rosesh bhaiya ko tana kyon mar rhe ho,सहिल् तुम् रोसेश् भैय को तन क्योन् मर् र्हे हो?,"Sahil, why are you beating Rosesh Bhaiya?"
roseshantstobeadopted.wmv,rosesh,"tana hi to mar rahe hain bhabhi, mom ki tarah jaan se to nahin maar rahe...",sadness,tana hi mar rahe hain bhabhi mom ki tarah jaan se nahin maar rahe,"तन हि तो मर् रहे हैन् भभि, मोम् कि तरह् जान् से तो नहिन् मार् रहे॥।","Bhabhi, I am here to die, I am not going to kill you by living like mom..."
roseshantstobeadopted.wmv,monisha,mummy ji ne aapko marne ki koshish ki?,neutral,mummy ji ne aapko marne ki koshish ki,मुम्म्य् जि ने आप्को मर्ने कि कोशिश् कि?,Did mummy try to kill you?
roseshantstobeadopted.wmv,sahil,tum monisha ke kapde pahan ke khade the? haan to kyun?,neutral,tum monisha ke kapde pahan ke khade haan kyun,तुम् मोनिश के कप्दे पहन् के खदे थे? हान् तो क्युन्?,You ate Monisha's clothes? haan ​​to kyun?
roseshantstobeadopted.wmv,rosesh,"mere paida hone se pahle sahil bhai, wo teesra bachcha nahin chahti thi. wo mujhe paida hone dena nahin chahti thi!",sadness,mere paida hone se pahle sahil bhai wo teesra bachcha nahin chahti thi wo mujhe paida hone dena nahin chahti thi,"मेरे पैद होने से पह्ले सहिल् भै, वो तीस्र बच्च नहिन् चह्ति थि। वो मुझे पैद होने देन नहिन् चह्ति थि!","Before I was born, Sahil Bhai, she did not want a third child. She doesn't want to give me anything!"
roseshantstobeadopted.wmv,sahil,what nonsense rosesh?,anger,nonsense rosesh,व्हत् नोन्सेन्से रोसेश्?,what nonsense rosesh?
roseshantstobeadopted.wmv,rosesh,aisa khat mein likha hai unhone,sadness,aisa khat mein likha hai unhone,ऐस खत् मेइन् लिख है उन्होने,He has written in such a letter
roseshantstobeadopted.wmv,sahil,to mom ke pass us baat ka koi explanation hoga rosesh.,neutral,mom ke pas u baat ka koi explanation hoga rosesh,तो मोम् के पस्स् उस् बात् क कोइ एक्ष्प्लनतिओन् होग रोसेश्।,"Will mom give us any explanation for this, Rosesh?"
roseshantstobeadopted.wmv,rosesh,lekin unhone aisa socha hi kyon?,sadness,lekin unhone aisa socha hi kyon,लेकिन् उन्होने ऐस सोच हि क्योन्?,But why did he think like this?
roseshantstobeadopted.wmv,sahil,rosesh unhone sirf esa socha hai kiya to nahin na?,anger,rosesh unhone sirf esa socha hai kiya nahin na,रोसेश् उन्होने सिर्फ़् एस सोच है किय तो नहिन् न?,"Rosesh, he just thought about it, didn't he?"
roseshantstobeadopted.wmv,monisha,han rasesh bhaiya dekhiae na main apna purana kurta kitni bar fenk dene ka sochti hoon lekin fekti thodi hoon,neutral,han rasesh bhaiya dekhiae na main apna purana kurta kitni bar fenk dene ka sochti hoon lekin fekti thodi hoon,हन् रसेश् भैय देखिअए न मैन् अप्न पुरन कुर्त कित्नि बर् फ़ेन्क् देने क सोच्ति हून् लेकिन् फ़ेक्ति थोदि हून्,"han rasesh bhaiya look at me, how many times have I thought of throwing away my old kurta but did not do so a few times."
roseshantstobeadopted.wmv,sahil,monisha tumhare phate hue kurte mein aur rosesh mein thoda fark hai.,neutral,monisha tumhare phate hue kurte mein aur rosesh mein thoda fark hai,मोनिश तुम्हरे फते हुए कुर्ते मेइन् और् रोसेश् मेइन् थोद फ़र्क् है।,"Monisha, there is a slight difference between your white kurta and Rosesh."
roseshantstobeadopted.wmv,rosesh,koi fark nahin hai sahil bhai. main bhi phat chuka hun is purane kurte ki tarah!,sadness,koi fark nahin hai sahil bhai main bhi phat chuka hun purane kurte ki tarah,कोइ फ़र्क् नहिन् है सहिल् भै। मैन् भि फत् चुक हुन् इस् पुरने कुर्ते कि तरह्!,"There is no difference Sahil Bhai. I too have worn it, it's like an old kurta!"
roseshantstobeadopted.wmv,monisha,aur donon ka colour bhi same hai. dekho. off white.,neutral,aur donon ka colour bhi hai dekho white,और् दोनोन् क चोलोउर् भि समे है। देखो। ओफ़्फ़् व्हिते।,And the color of both is also the same. see. off white.
roseshantstobeadopted.wmv,rosesh,see the coincidence!,sadness,see coincidence,सी थे चोइन्चिदेन्चे!,see the coincidence!
roseshantstobeadopted.wmv,sahil,are han! rosesh me sirf hook nahin hai...,anger,han rosesh sirf hook nahin hai,अरे हन्! रोसेश् मे सिर्फ़् हूक् नहिन् है॥।,are han! Rose is not just a hook...
roseshantstobeadopted.wmv,rosesh,momma aap mujhse dur hi rahe to behtar hoga,sadness,momma aap mujhse dur hi rahe behtar hoga,मोम्म आप् मुझ्से दुर् हि रहे तो बेह्तर् होग,momma you will stay away from me to get better
roseshantstobeadopted.wmv,maya,batao phool khushbu se dur rah sakta hai?,neutral,batao phool khushbu se dur rah sakta hai,बतओ फूल् खुश्बु से दुर् रह् सक्त है?,"Tell me, can a flower stay away from its fragrance?"
roseshantstobeadopted.wmv,rosesh,yah line seriously middle class nahin hai?,contempt,yah line seriously middle class nahin hai,यह् लिने सेरिओउस्ल्य् मिद्द्ले च्लस्स् नहिन् है?,This line is not seriously middle class?
roseshantstobeadopted.wmv,maya,han hai. lekin maine socha ki agar main thoda poetic language main tumse baat karun to... lekin batao na phool khushbu se dur ho sakta hai?,neutral,han hai lekin maine socha ki agar main thoda poetic language main tumse baat karun lekin batao na phool khushbu se dur ho sakta hai,हन् है। लेकिन् मैने सोच कि अगर् मैन् थोद पोएतिच् लन्गुअगे मैन् तुम्से बात् करुन् तो॥। लेकिन् बतओ न फूल् खुश्बु से दुर् हो सक्त है?,"han hai. But I thought if I could talk to you in a little poetic language... But tell me, can a flower get away from its fragrance?"
roseshantstobeadopted.wmv,rosesh,"phool aur khushbu ek dusre se dur rah sakte hain momma, agar phool plastic ke ho to.",sadness,phool aur khushbu ek dusre se dur rah sakte hain momma agar phool plastic ke ho,"फूल् और् खुश्बु एक् दुस्रे से दुर् रह् सक्ते हैन् मोम्म, अगर् फूल् प्लस्तिच् के हो तो।","The flower and the fragrance can stay away from each other, Momma, if the flower is made of plastic."
roseshantstobeadopted.wmv,maya,nahin nahin please baby apne aap ko plastic ka phool mat kaho,sadness,nahin nahin please baby apne aap ko plastic ka phool mat kaho,नहिन् नहिन् प्लेअसे बब्य् अप्ने आप् को प्लस्तिच् क फूल् मत् कहो,"No, no, please baby, tell yourself not to be a plastic fool."
